Object ID,Street,Cross Street,Direction,Facing Street,Distance,CNN Segment ID,Last Edited Date,Geom
1710,40TH AVE,ANZA,SE,NB, ,27905000,,"(37.7774402307, -122.500673143)"
1711,46TH AVE,BALBOA,SE,NB,0,27989000,,"(37.7752794407, -122.506970656)"
1712,46TH AVE,BALBOA,NW,SB,0,27989000,,"(37.7752794407, -122.506970656)"
1713,46TH AVE,CABRILLO,NW,SB,0,27974000,,"(37.7734119489, -122.506834487)"
1714,46TH AVE,CABRILLO,SE,NB,0,27974000,,"(37.7734119489, -122.506834487)"
1715,46TH AVE,GEARY,NW,SB, ,27994000,,"(37.7790672604, -122.507246865)"
1716,46TH AVE,GEARY,SE,NB, ,27994000,,"(37.7790672604, -122.507246865)"
1717,46TH AVE,IRVING,NW,SB,0,27949000,,"(37.7622899347, -122.506072302)"
1718,46TH AVE,IRVING,SE,NB,0,27949000,,"(37.7622899347, -122.506072302)"
1719,46TH AVE,JUDAH,NW,SB,0,27947000,,"(37.7604293645, -122.505941337)"
1720,46TH AVE,KIRKHAM,NW,SB,10N,27935000,,"(37.7585644619, -122.505810074)"
1721,46TH AVE,KIRKHAM,SE,NB, ,27935000,,"(37.7585644619, -122.505810074)"
1722,46TH AVE,LAWTON,NW,SB,0,27932000,,"(37.7566980117, -122.505678707)"
1723,46TH AVE,LAWTON,SE,NB,0,27932000,,"(37.7566980117, -122.505678707)"
1724,46TH AVE,NORIEGA,NW,SB,0,27924000,,"(37.7529690466, -122.505419014)"
1725,46TH AVE,NORIEGA,SE,NB,0,27924000,,"(37.7529690466, -122.505419014)"
1726,46TH AVE,POINT LOBOS,SE,NB,0,28002000,,"(37.7799870331, -122.507313211)"
901,23RD AVE,LAWTON,NW,SB,0,27388000,,"(37.75778323, -122.481030119)"
902,23RD AVE,LAWTON,SE,NB,0,27388000,,"(37.75778323, -122.481030119)"
903,23RD AVE,LINCOLN,SE,NB,0,27420000,,"(37.7652645216, -122.48155423)"
904,23RD AVE,NORIEGA,NW,SB,0,27381000,,"(37.7540564117, -122.480771804)"
905,23RD AVE,OCEAN,NW,SB,0,23091000,,"(37.7325542132, -122.479244306)"
906,23RD AVE,ORTEGA,NW,SB,0,27379000,,"(37.7521922948, -122.480642101)"
907,23RD AVE,ORTEGA,SE,NB,0,27379000,,"(37.7521922948, -122.480642101)"
908,23RD AVE,PACHECO,NW,NB, ,23271000,,"(37.7503260485, -122.480511372)"
909,23RD AVE,PACHECO,SE,SB, ,23271000,,"(37.7503260485, -122.480511372)"
910,23RD AVE,SLOAT,SE,NB,0,23166000,,"(37.7345374729, -122.479472868)"
911,23RD AVE,TARAVAL,SE,NB,0,23260000,,"(37.742866441, -122.479990865)"
912,23RD AVE,ULLOA,NW,SB, ,23232000,,"(37.7410002258, -122.479860958)"
913,23RD AVE,ULLOA,SE,NB, ,23232000,,"(37.7410002258, -122.479860958)"
914,23RD AVE,VICENTE,SE,NB,0,23176000,,"(37.7391407347, -122.479731535)"
915,23RD ST,BARTLETT,SW,EB, ,24096000,,"(37.7537746437, -122.419718661)"
916,23RD ST,BARTLETT,NE,WB, ,24096000,,"(37.7537746437, -122.419718661)"
917,23RD ST,BRYANT,NE,WB,0,23960000,,"(37.7544033645, -122.409266569)"
918,20TH ST,DE HARO,NE,WB,0,23740000,,"(37.759738713, -122.40112482)"
919,20TH ST,DE HARO,SW,EB,0,23740000,,"(37.759738713, -122.40112482)"
920,20TH ST,DIAMOND,SW,EB, ,25779000,,"(37.7575616793, -122.436899612)"
921,20TH ST,DIAMOND,NE,WB, ,25779000,,"(37.7575616793, -122.436899612)"
922,20TH ST,EUREKA,NE,WB,0,25781000,,"(37.7574956596, -122.437972332)"
923,20TH ST,HAMPSHIRE,SW,EB, ,24002000,,"(37.759310118, -122.407953237)"
924,20TH ST,HAMPSHIRE,NE,WB, ,24002000,,"(37.759310118, -122.407953237)"
925,20TH ST,HARRISON,NE,WB,0,24035000,,"(37.7590330892, -122.412514142)"
926,20TH ST,HARRISON,SW,EB,0,24035000,,"(37.7590330892, -122.412514142)"
927,20TH ST,MISSISSIPPI,NE,WB,0,23656000,,"(37.7601472365, -122.394365638)"
928,20TH ST,MISSISSIPPI,SW,EB,0,23656000,,"(37.7601472365, -122.394365638)"
929,20TH ST,MISSOURI,NE,WB,0,23665000,,"(37.7600306365, -122.396297093)"
930,20TH ST,MISSOURI,SW,EB,0,23665000,,"(37.7600306365, -122.396297093)"
931,20TH ST,NOE,CL,SB, ,25715000,,"(37.7578254566, -122.432497381)"
932,20TH ST,PENNSYLVANIA,NE,WB,0,23648000,,"(37.7602068574, -122.393377941)"
933,20TH ST,PENNSYLVANIA,SW,EB,0,23648000,,"(37.7602068574, -122.393377941)"
934,20TH ST,RHODE ISLAND,NE,WB,0,23756000,,"(37.759680376, -122.402092963)"
935,20TH ST,RHODE ISLAND,SW,EB,0,23756000,,"(37.759680376, -122.402092963)"
936,20TH ST,SHOTWELL,SW,EB, ,24124000,,"(37.7588351752, -122.415792511)"
937,20TH ST,TENNESSEE,SW,EB,0,23565000,,"(37.7604402227, -122.389499022)"
938,20TH ST,TENNESSEE,NE,WB,0,23565000,,"(37.7604402227, -122.389499022)"
939,20TH ST,VERMONT,NE,WB, ,23757000,,"(37.7595640726, -122.404023814)"
940,20TH ST,YORK,SW,EB, ,24006000,,"(37.7592515846, -122.408916937)"
941,20TH ST,YORK,NE,WB, ,24006000,,"(37.7592515846, -122.408916937)"
942,21ST AVE,ANZA,SE,NB,0,27531000,,"(37.7783648469, -122.480323697)"
943,21ST AVE,ANZA,NW,SB,0,27531000,,"(37.7783648469, -122.480323697)"
944,21ST AVE,BALBOA,SE,NB,0,27529000,,"(37.7765025486, -122.480188572)"
945,21ST AVE,CABRILLO,WS,SB,6N,27509000,,"(37.7746372882, -122.48005324)"
946,21ST AVE,CABRILLO,SE,NB, ,27509000,,"(37.7746372882, -122.48005324)"
947,21ST AVE,CALIFORNIA,NW,SB,0,27643000,,"(37.7840815482, -122.480738532)"
948,21ST AVE,CALIFORNIA,SE,NB,0,27643000,,"(37.7840815482, -122.480738532)"
949,21ST AVE,CLEMENT,SE,NB,0,27539000,,"(37.7822172531, -122.480603242)"
950,21ST AVE,FULTON,NW,SB,0,27508000,,"(37.7727705207, -122.479917805)"
951,21ST AVE,IRVING,NW,SB,0,27376000,,"(37.7634723526, -122.479279742)"
952,21ST AVE,IRVING,SE,NB,0,27376000,,"(37.7634723526, -122.479279742)"
953,21ST AVE,JUDAH,NW,SB,0,27370000,,"(37.7616108544, -122.479149382)"
954,21ST AVE,KIRKHAM,NW,SB,0,27368000,,"(37.7597423615, -122.479018593)"
955,21ST AVE,KIRKHAM,SE,NB,0,27368000,,"(37.7597423615, -122.479018593)"
956,21ST AVE,LAKE,NW,SB,0,27645000,,"(37.7859389036, -122.480873326)"
957,21ST AVE,LAWTON,SE,NB,0,27346000,,"(37.7578775402, -122.478887739)"
958,21ST AVE,LAWTON,NW,SB,0,27346000,,"(37.7578775402, -122.478887739)"
959,21ST AVE,LINCOLN,SE,NB,0,27378000,,"(37.7653559321, -122.479411653)"
960,21ST AVE,MORAGA,NW,SB,0,27344000,,"(37.7560185922, -122.478757595)"
961,21ST AVE,NORIEGA,SE,NB,0,27339000,,"(37.7541507047, -122.478628916)"
962,21ST AVE,NORIEGA,NW,SB,0,27339000,,"(37.7541507047, -122.478628916)"
963,21ST AVE,OCEAN,SE,NB,0,23085000,,"(37.7326559241, -122.476960333)"
964,21ST AVE,OCEAN,NW,SB,0,23085000,,"(37.7326559241, -122.476960333)"
965,21ST AVE,ORTEGA,NW,SB, ,27337000,,"(37.7522868116, -122.478499283)"
966,21ST AVE,PACHECO,NW,SB,0,23212000,,"(37.7504206299, -122.478367066)"
967,21ST AVE,PACHECO,SE,NB,0,23212000,,"(37.7504206299, -122.478367066)"
968,21ST AVE,QUINTARA,NW,SB,0,23211000,,"(37.7485558416, -122.478237382)"
969,21ST AVE,QUINTARA,SE,NB,0,23211000,,"(37.7485558416, -122.478237382)"
970,21ST AVE,RIVERA,NW,SB,0,23208000,,"(37.7466901903, -122.478107646)"
971,21ST AVE,SANTIAGO,NW,SB,9N,23200000,,"(37.7448273379, -122.477980041)"
972,21ST AVE,SANTIAGO,SE,NB, ,23200000,,"(37.7448273379, -122.477980041)"
973,21ST AVE,SLOAT,SE,NB,0,23163000,,"(37.7346225999, -122.477094049)"
974,21ST AVE,TARAVAL,SE,NB,0,23198000,,"(37.7429605096, -122.477849464)"
975,21ST AVE,ULLOA,NW,SB,0,23172000,,"(37.7410954993, -122.477716472)"
976,21ST AVE,ULLOA,SE,NB,0,23172000,,"(37.7410954993, -122.477716472)"
977,21ST AVE,VICENTE,NW,SB,0,23170000,,"(37.7392351228, -122.477587128)"
978,21ST AVE,VICENTE,SE,NB,0,23170000,,"(37.7392351228, -122.477587128)"
979,23RD ST,BRYANT,SW,EB,0,23960000,,"(37.7544033645, -122.409266569)"
980,23RD ST,CAPP,NE,WB, ,24076000,,"(37.7539069948, -122.417519114)"
981,23RD ST,CAPP,SW,EB,10W,24076000,,"(37.7539069948, -122.417519114)"
982,23RD ST,CASTRO,SW,EB,0,25745000,,"(37.7528962243, -122.434252972)"
983,23RD ST,CHATTANOOGA,NE,WB,0,25620000,,"(37.7533644943, -122.426491066)"
984,23RD ST,CHATTANOOGA,SW,EB,0,25620000,,"(37.7533644943, -122.426491066)"
985,23RD ST,DIAMOND,NE,WB,0,25762000,,"(37.7527645141, -122.436467481)"
986,23RD ST,DOUGLASS,NE,WB,0,25769000,,"(37.7526336502, -122.438640976)"
987,23RD ST,DOUGLASS,SW,EB,0,25769000,,"(37.7526336502, -122.438640976)"
988,23RD ST,EUREKA,NE,WB,0,25767000,,"(37.7527019436, -122.437506803)"
989,23RD ST,EUREKA,SW,EB,0,25767000,,"(37.7527019436, -122.437506803)"
990,23RD ST,FAIR OAKS,NE,WB,0,25608000,,"(37.7535080171, -122.424149448)"
991,23RD ST,FLORIDA,NE,WB, ,23961000,,"(37.7543455583, -122.410233136)"
992,23RD ST,FLORIDA,SW,EB, ,23961000,,"(37.7543455583, -122.410233136)"
993,23RD ST,HAMPSHIRE,SW,EB, ,23965000,,"(37.7545112809, -122.407461772)"
994,23RD ST,HAMPSHIRE,NE,WB, ,23965000,,"(37.7545112809, -122.407461772)"
995,23RD ST,HARRISON,NE,WB,0,23979000,,"(37.7542352741, -122.412060478)"
996,23RD ST,HOFFMAN,NE,WB,6E,26085000,,"(37.7525032036, -122.440786726)"
997,23RD ST,HOFFMAN,SW,EB, ,26085000,,"(37.7525032036, -122.440786726)"
998,23RD ST,ILLINOIS,NE,WB,0,23549000,,"(37.7554511655, -122.387079059)"
999,23RD ST,INDIANA,NE,WB, ,23617000,,"(37.7552188475, -122.390935152)"
1000,23RD ST,INDIANA,SW,EB, ,23617000,,"(37.7552188475, -122.390935152)"
1301,32ND AVE,CABRILLO,NW,SB,0,27818000,,"(37.7740988938, -122.491836981)"
1302,32ND AVE,CALIFORNIA,SE,NB,0,28040000,,"(37.7835477217, -122.492523413)"
1303,32ND AVE,CALIFORNIA,NW,SB,0,28040000,,"(37.7835477217, -122.492523413)"
1304,32ND AVE,CLEMENT,NW,SB,0,27855000,,"(37.7816815947, -122.492388383)"
1305,32ND AVE,CLEMENT,SE,NB,0,27855000,,"(37.7816815947, -122.492388383)"
1306,32ND AVE,FULTON,NW,SB,0,27817000,,"(37.7722324316, -122.491701271)"
1307,32ND AVE,IRVING,NW,SB,0,27720000,,"(37.7629529187, -122.491066759)"
1308,32ND AVE,IRVING,SE,NB,0,27720000,,"(37.7629529187, -122.491066759)"
1309,32ND AVE,JUDAH,SE,NB,0,27715000,,"(37.7610918291, -122.490936133)"
1310,32ND AVE,JUDAH,NW,SB,0,27715000,,"(37.7610918291, -122.490936133)"
1311,32ND AVE,KIRKHAM,NW,SB, ,27713000,,"(37.7592224636, -122.490807633)"
1312,32ND AVE,LAWTON,NW,SB,0,27687000,,"(37.7573580552, -122.490677085)"
1313,32ND AVE,LAWTON,SE,NB,0,27687000,,"(37.7573580552, -122.490677085)"
1314,32ND AVE,LINCOLN,SE,NB,0,27722000,,"(37.7648375103, -122.491199042)"
1315,32ND AVE,NORIEGA,NW,SB,0,27679000,,"(37.7536316497, -122.490413838)"
1316,32ND AVE,ORTEGA,NW,SB, ,27677000,,"(37.7517634369, -122.490283605)"
1317,32ND AVE,ORTEGA,SE,NB, ,27677000,,"(37.7517634369, -122.490283605)"
1318,32ND AVE,QUINTARA,NW,SB,0,23398000,,"(37.7480355533, -122.490022014)"
1319,32ND AVE,QUINTARA,SE,NB,0,23398000,,"(37.7480355533, -122.490022014)"
1320,32ND AVE,SANTIAGO,SE,NB,0,23390000,,"(37.7443092225, -122.489763559)"
1321,32ND AVE,TARAVAL,SE,NB,0,23389000,,"(37.7424423727, -122.489633456)"
1322,32ND AVE,TARAVAL,NW,SB,0,23389000,,"(37.7424423727, -122.489633456)"
1323,32ND AVE,ULLOA,NW,SB, ,23348000,,"(37.7405740672, -122.48950326)"
1324,32ND AVE,ULLOA,SE,NB, ,23348000,,"(37.7405740672, -122.48950326)"
1325,33RD AVE,ANZA,SE,NB, ,27848000,,"(37.7777789423, -122.493181011)"
1326,33RD AVE,BALBOA,NW,SB,0,27846000,,"(37.7759154751, -122.493057458)"
1327,33RD AVE,BALBOA,SE,NB,0,27846000,,"(37.7759154751, -122.493057458)"
1328,33RD AVE,CABRILLO,SE,NB,0,27822000,,"(37.7740495315, -122.492916035)"
1329,33RD AVE,CLEMENT,SE,NB,0,27856000,,"(37.7816321781, -122.493459572)"
1330,33RD AVE,FULTON,NW,SB,0,27821000,,"(37.77218347, -122.492774611)"
1331,33RD AVE,IRVING,NW,SB,0,27739000,,"(37.7629055347, -122.492140644)"
1332,33RD AVE,IRVING,SE,NB,0,27739000,,"(37.7629055347, -122.492140644)"
1333,33RD AVE,JUDAH,NW,SB,0,27716000,,"(37.7610444515, -122.492010698)"
1334,33RD AVE,KIRKHAM,NW,SB,0,27714000,,"(37.759175105, -122.491880179)"
1335,33RD AVE,KIRKHAM,SE,NB,0,27714000,,"(37.759175105, -122.491880179)"
1001,23RD ST,KANSAS,NE,WB, ,23725000,,"(37.754517064, -122.402570721)"
1002,23RD ST,KANSAS,SW,EB, ,23725000,,"(37.754517064, -122.402570721)"
1003,23RD ST,NOE,SW,EB,0,25741000,,"(37.7530298541, -122.432036769)"
1004,23RD ST,PENNSYLVANIA,NE,WB, ,23621000,,"(37.7551005841, -122.392897309)"
1005,23RD ST,SAN BRUNO,NS,WB,100W,23729000,,"(37.7544007367, -122.404497575)"
1006,23RD ST,SAN BRUNO,SS,EB, ,23729000,,"(37.7544007367, -122.404497575)"
1007,23RD ST,SANCHEZ,NE,WB,0,25655000,,"(37.7531634162, -122.429820991)"
1008,23RD ST,SHOTWELL,NE,WB,0,24065000,,"(37.7540384763, -122.415333352)"
1009,23RD ST,SHOTWELL,SW,EB,0,24065000,,"(37.7540384763, -122.415333352)"
1010,23RD ST,UTAH,NE,WB, ,23730000,,"(37.7543421753, -122.405467383)"
1011,23RD ST,VERMONT,SW,EB,0,23727000,,"(37.7544587727, -122.403536313)"
1012,23RD ST,VICKSBURG,NE,WB, ,25651000,,"(37.7532300861, -122.428708573)"
1013,23RD ST,VICKSBURG,SW,EB, ,25651000,,"(37.7532300861, -122.428708573)"
1014,23RD ST,WISCONSIN,NE,WB, ,23699000,,"(37.7547502566, -122.398706518)"
1015,23RD ST,YORK,SW,EB,0,23969000,,"(37.7544578147, -122.408355995)"
1016,24TH AVE,ANZA,NW,SB,0,27536000,,"(37.7782192461, -122.483538623)"
1017,24TH AVE,ANZA,SE,NB,0,27536000,,"(37.7782192461, -122.483538623)"
1018,24TH AVE,BALBOA,SE,NB,0,27534000,,"(37.7763559451, -122.483403345)"
1019,24TH AVE,BALBOA,NW,SB,0,27534000,,"(37.7763559451, -122.483403345)"
1020,24TH AVE,CABRILLO,SE,NB,0,27516000,,"(37.7744905271, -122.48326792)"
1021,24TH AVE,CALIFORNIA,NW,SB,0,27648000,,"(37.7839358085, -122.48394938)"
1022,24TH AVE,CALIFORNIA,SE,NB,0,27648000,,"(37.7839358085, -122.48394938)"
1023,24TH AVE,CLEMENT,NW,SB,0,27544000,,"(37.782081579, -122.483816953)"
1024,24TH AVE,CLEMENT,SE,NB,0,27544000,,"(37.782081579, -122.483816953)"
1025,24TH AVE,IRVING,NW,SB,0,27421000,,"(37.7633307457, -122.482495756)"
1026,24TH AVE,IRVING,SE,NB,0,27421000,,"(37.7633307457, -122.482495756)"
1027,24TH AVE,JUDAH,SE,NB,0,27415000,,"(37.7614693592, -122.482365324)"
1028,24TH AVE,JUDAH,NW,SB,0,27415000,,"(37.7614693592, -122.482365324)"
1029,24TH AVE,KIRKHAM,NW,SB,0,27413000,,"(37.7596006618, -122.482234386)"
1030,24TH AVE,LAKE,NW,SB,20N,27654000,,"(37.7857994707, -122.484093031)"
1031,24TH AVE,LAKE,SE,NB,0,27654000,,"(37.7857994707, -122.484093031)"
1032,24TH AVE,LAWTON,NW,SB,0,27391000,,"(37.7577359538, -122.482103734)"
1033,24TH AVE,LINCOLN,SE,NB,0,27423000,,"(37.7652147649, -122.482627779)"
1034,24TH AVE,MORAGA,NW,SB,0,27389000,,"(37.7558767301, -122.481973474)"
1035,24TH AVE,MORAGA,SE,NB,0,27389000,,"(37.7558767301, -122.481973474)"
1036,24TH AVE,NORIEGA,NW,SB,0,27382000,,"(37.7540091713, -122.481845067)"
1037,24TH AVE,NORIEGA,SE,NB,0,27382000,,"(37.7540091713, -122.481845067)"
1038,24TH AVE,OCEAN,NW,SB, ,23119000,,"(37.7325150023, -122.480124567)"
1039,24TH AVE,ORTEGA,NW,SB,0,27380000,,"(37.752144942, -122.481715329)"
1040,25TH ST,DOUGLASS,NE,WB,0,25763000,,"(37.7494350313, -122.438333221)"
1041,25TH ST,DOUGLASS,SW,EB,0,25763000,,"(37.7494350313, -122.438333221)"
1042,25TH ST,FAIR OAKS,NE,WB, ,25604000,,"(37.7503094252, -122.423843065)"
1043,25TH ST,FAIR OAKS,SW,EB, ,25604000,,"(37.7503094252, -122.423843065)"
1044,25TH ST,FLORIDA,SW,EB, ,23956000,,"(37.7511499907, -122.409927613)"
1045,25TH ST,FOLSOM,SW,EB,0,23984000,,"(37.7509075232, -122.413938985)"
1046,25TH ST,FOLSOM,NE,WB,0,23984000,,"(37.7509075232, -122.413938985)"
1047,25TH ST,GRAND VIEW,NE,WB,0,22324000,,"(37.7491651834, -122.44261244)"
1048,25TH ST,GRAND VIEW,SW,EB,0,22324000,,"(37.7491651834, -122.44261244)"
1049,25TH ST,HAMPSHIRE,SW,EB, ,23950000,,"(37.7513151741, -122.407152218)"
1050,25TH ST,HARRISON,NE,WB,0,23975000,,"(37.7510388378, -122.411759436)"
1051,25TH ST,HARRISON,SW,EB,0,23975000,,"(37.7510388378, -122.411759436)"
1052,25TH ST,HOFFMAN,NE,WB, ,26082000,,"(37.7493056978, -122.440471802)"
1053,25TH ST,INDIANA,NE,WB,0,23609000,,"(37.7526680188, -122.390696065)"
1054,25TH ST,INDIANA,SW,EB,0,23609000,,"(37.7526680188, -122.390696065)"
1055,25TH ST,NOE,NE,WB,0,25735000,,"(37.7498347204, -122.431730147)"
1056,25TH ST,NOE,SW,EB,0,25735000,,"(37.7498347204, -122.431730147)"
1057,25TH ST,RHODE ISLAND,NE,WB,0,23694000,,"(37.7520228392, -122.40137758)"
1058,25TH ST,RHODE ISLAND,SW,EB,0,23694000,,"(37.7520228392, -122.40137758)"
1059,25TH ST,SAN BRUNO,NE,WB,0,23716000,,"(37.7518498724, -122.404255002)"
1060,25TH ST,SAN BRUNO,SW,EB,0,23716000,,"(37.7518498724, -122.404255002)"
1061,25TH ST,SANCHEZ,NE,WB,0,25645000,,"(37.7499694433, -122.429513299)"
1062,25TH ST,SHOTWELL,NE,WB, ,24059000,,"(37.7508419243, -122.415027543)"
1063,25TH ST,SHOTWELL,SW,EB, ,24059000,,"(37.7508419243, -122.415027543)"
1064,25TH ST,TREAT,NE,WB,0,23980000,,"(37.7509730313, -122.412851766)"
1065,25TH ST,TREAT,SW,EB,0,23980000,,"(37.7509730313, -122.412851766)"
1066,25TH ST,UTAH,SW,EB,0,23722000,,"(37.7517918917, -122.405220913)"
1067,25TH ST,WISCONSIN,NE,WB, ,23685000,,"(37.7521990092, -122.398465588)"
1068,26TH AVE,ANZA,NW,SB,0,27548000,,"(37.7781221876, -122.485680628)"
1069,26TH AVE,ANZA,SE,NB,0,27548000,,"(37.7781221876, -122.485680628)"
1070,26TH AVE,BALBOA,NW,SB,0,27546000,,"(37.776257397, -122.485545555)"
1071,26TH AVE,CABRILLO,NW,SB,0,27522000,,"(37.7743926643, -122.485410493)"
1072,26TH AVE,CABRILLO,SE,NB,0,27522000,,"(37.7743926643, -122.485410493)"
1073,26TH AVE,CALIFORNIA,NW,SB,0,27656000,,"(37.7838384204, -122.486101933)"
1074,26TH AVE,CALIFORNIA,SE,NB,0,27656000,,"(37.7838384204, -122.486101933)"
1075,26TH AVE,CLEMENT,NW,SB,0,27556000,,"(37.7819795603, -122.485958554)"
1076,26TH AVE,EL CAMINO DEL MAR,NW,SB,0,27668000,,"(37.7875666415, -122.486372184)"
1077,26TH AVE,EL CAMINO DEL MAR,SE,NB,0,27668000,,"(37.7875666415, -122.486372184)"
1078,26TH AVE,EUCALYPTUS,NW,SB, ,23122000,,"(37.7311746903, -122.481800624)"
1079,26TH AVE,GEARY,NW,SB,0,27554000,,"(37.7800428929, -122.485820802)"
1080,26TH AVE,GEARY,SE,NB,0,27554000,,"(37.7800428929, -122.485820802)"
1081,26TH AVE,IRVING,NW,SB,0,27433000,,"(37.7632362875, -122.484639876)"
1082,26TH AVE,IRVING,SE,NB,0,27433000,,"(37.7632362875, -122.484639876)"
1083,26TH AVE,JUDAH,NW,SB,00,27427000,,"(37.7613749746, -122.484509395)"
1084,26TH AVE,KIRKHAM,NW,SB,0,27425000,,"(37.7595061399, -122.484378394)"
1085,26TH AVE,KIRKHAM,SE,NB,0,27425000,,"(37.7595061399, -122.484378394)"
1086,26TH AVE,LAKE,NW,SB,0,27658000,,"(37.7857020691, -122.486237022)"
1087,26TH AVE,LAKE,SE,NB,0,27658000,,"(37.7857020691, -122.486237022)"
1088,26TH AVE,LAWTON,SE,NB,0,27403000,,"(37.7576415154, -122.484247696)"
1089,26TH AVE,LINCOLN,SE,NB,0,27435000,,"(37.765121689, -122.484772052)"
1090,26TH AVE,NORIEGA,NW,SB,00,27394000,,"(37.7539148534, -122.483987186)"
1091,26TH AVE,NORIEGA,SE,NB,00,27394000,,"(37.7539148534, -122.483987186)"
1092,26TH AVE,OCEAN,SE,NB,0,23123000,,"(37.7324372284, -122.481888662)"
1093,26TH AVE,RIVERA,SE,NB, ,23267000,,"(37.7464537536, -122.483465137)"
1094,26TH AVE,RIVERA,NW,SB, ,23267000,,"(37.7464537536, -122.483465137)"
1095,26TH AVE,SLOAT,SE,NB,0,23219000,,"(37.7344247772, -122.482027301)"
1096,26TH AVE,TARAVAL,NW,SB,00,23264000,,"(37.7427251499, -122.483205604)"
1097,26TH AVE,ULLOA,NW,SB,0,23240000,,"(37.7408573949, -122.483075605)"
1098,26TH AVE,ULLOA,SE,NB,0,23240000,,"(37.7408573949, -122.483075605)"
1099,26TH AVE,VICENTE,NW,SB, ,23237000,,"(37.7389991623, -122.482946278)"
1100,26TH AVE,VICENTE,SE,NB, ,23237000,,"(37.7389991623, -122.482946278)"
1101,26TH ST,ALABAMA,NE,WB,0,21170000,,"(37.7494953451, -122.410671209)"
1102,26TH ST,ALABAMA,SW,EB,0,21170000,,"(37.7494953451, -122.410671209)"
1103,26TH ST,BRYANT,SW,EB,0,21137000,,"(37.7496055835, -122.408838491)"
1104,26TH ST,CASTRO,SW,EB,00,22024000,,"(37.7481014486, -122.433782298)"
1105,26TH ST,CASTRO,NE,WB,00,22024000,,"(37.7481014486, -122.433782298)"
1106,26TH ST,CHURCH,SW,EB,00,21917000,,"(37.7485007673, -122.427135973)"
1107,26TH ST,DIAMOND,NE,WB,0,22042000,,"(37.7479679414, -122.43600302)"
1108,26TH ST,DIAMOND,SW,EB,0,22042000,,"(37.7479679414, -122.43600302)"
1109,26TH ST,DOLORES,NE,WB,00,21902000,,"(37.7486375297, -122.424858237)"
1110,26TH ST,DOLORES,SW,EB,00,21902000,,"(37.7486375297, -122.424858237)"
1111,26TH ST,FOLSOM,SW,EB,00,21178000,,"(37.7493090112, -122.413783839)"
1112,26TH ST,FOLSOM,NE,WB,00,21178000,,"(37.7493090112, -122.413783839)"
1113,26TH ST,HARRISON,NE,WB, ,21174000,,"(37.7494411741, -122.411606055)"
1114,26TH ST,HARRISON,SW,EB, ,21174000,,"(37.7494411741, -122.411606055)"
1115,26TH ST,NOE,NE,WB,00,22020000,,"(37.7482344161, -122.431569865)"
1116,26TH ST,SANCHEZ,NE,WB,0,21922000,,"(37.7483672047, -122.429359714)"
1117,26TH ST,SANCHEZ,SW,EB,0,21922000,,"(37.7483672047, -122.429359714)"
1118,26TH ST,SHOTWELL,NE,WB, ,21293000,,"(37.7492428089, -122.414874459)"
1119,26TH ST,SHOTWELL,SW,EB, ,21293000,,"(37.7492428089, -122.414874459)"
1120,26TH ST,TREAT,NE,WB, ,23981000,,"(37.7493747651, -122.412700404)"
1121,27TH AVE,ANZA,SE,NB, ,27551000,,"(37.7780736846, -122.486750747)"
1122,27TH AVE,ANZA,NW,SB, ,27551000,,"(37.7780736846, -122.486750747)"
1123,27TH AVE,BALBOA,NW,SB,00,27549000,,"(37.7762086914, -122.486616306)"
1124,27TH AVE,CABRILLO,SE,NB, ,27526000,,"(37.7743437128, -122.486481873)"
1125,27TH AVE,CABRILLO,NW,SB, ,27526000,,"(37.7743437128, -122.486481873)"
1126,27TH AVE,CALIFORNIA,NW,SB,00,27657000,,"(37.7837903675, -122.487163941)"
1127,27TH AVE,CALIFORNIA,SE,NB,00,27657000,,"(37.7837903675, -122.487163941)"
1128,27TH AVE,CLEMENT,SE,NB,0,27559000,,"(37.7819285154, -122.487033015)"
1129,27TH AVE,EL CAMINO DEL MAR,NW,SB,0,27670000,,"(37.7875170876, -122.487434986)"
1130,27TH AVE,EL CAMINO DEL MAR,SE,NB,0,27670000,,"(37.7875170876, -122.487434986)"
1131,27TH AVE,FULTON,NW,SB,00,27525000,,"(37.7724765153, -122.486347286)"
1132,27TH AVE,IRVING,NW,SB,0,27434000,,"(37.7631890356, -122.485712115)"
1133,27TH AVE,JUDAH,SE,NB,00,27428000,,"(37.7613277599, -122.485581609)"
1134,27TH AVE,JUDAH,NW,SB,00,27428000,,"(37.7613277599, -122.485581609)"
1135,27TH AVE,KIRKHAM,NW,SB,0,27426000,,"(37.759458857, -122.485450577)"
1136,27TH AVE,KIRKHAM,SE,NB,0,27426000,,"(37.759458857, -122.485450577)"
1137,27TH AVE,LAKE,SE,NB, ,27659000,,"(37.7856537815, -122.487299592)"
1138,27TH AVE,LAWTON,NW,SB,0,27404000,,"(37.7575942743, -122.485319854)"
1139,27TH AVE,LAWTON,SE,NB,0,27404000,,"(37.7575942743, -122.485319854)"
1140,27TH AVE,LINCOLN,SE,NB,00,27436000,,"(37.7650735485, -122.485844254)"
1141,27TH AVE,MORAGA,NW,SB, ,27402000,,"(37.7557347739, -122.485189494)"
1142,27TH AVE,NORIEGA,NW,SB,00,27396000,,"(37.7538676934, -122.485057915)"
1143,27TH AVE,NORIEGA,SE,NB,00,27396000,,"(37.7538676934, -122.485057915)"
1144,27TH AVE,SANTIAGO,NW,SB,0,23278000,,"(37.7445448476, -122.484408073)"
