Object ID,Street,Cross Street,Direction,Facing Street,Distance,CNN Segment ID,Last Edited Date,Geom
1,28TH AVE,ULLOA, ,SB, ,23253000,,"(37.7407630049, -122.485217856)"
2,46TH AVE,ORTEGA, ,NB, ,27921000,,"(37.7510980875, -122.505289802)"
3,46TH AVE,ORTEGA, ,SB, ,27921000,,"(37.7510980875, -122.505289802)"
4,42ND AVE,ORTEGA, ,SB, ,27764000,,"(37.7512913305, -122.501000714)"
5,44TH AVE,ORTEGA, ,EB, ,27768000,,"(37.7511952934, -122.503146228)"
6,44TH AVE,ORTEGA, ,WB, ,27768000,,"(37.7511952934, -122.503146228)"
7,ITALY,LISBON, ,NB, ,21728000,,"(37.717341074, -122.43714602)"
8,HURON,LAWRENCE, ,NB, ,21553000,,"(37.7102357055, -122.451918761)"
9,HURON,LAWRENCE, ,SB, ,21553000,,"(37.7102357055, -122.451918761)"
10,23RD AVE,KIRKHAM, ,EB, ,27410000,,"(37.7596479806, -122.481160746)"
11,23RD AVE,KIRKHAM, ,WB, ,27410000,,"(37.7596479806, -122.481160746)"
12,BRODERICK,BAY, ,WB, ,27006000,,"(37.8016309268, -122.44490577)"
13,BAY,DIVISADERO,NE,WB,0,27004000,,"(37.8018433255, -122.443236719)"
14,CHESTNUT,BUCHANAN, ,EB, ,26741000,,"(37.8012406442, -122.432970847)"
15,BAKER,JACKSON, ,WB, ,26863000,,"(37.7912127955, -122.444491537)"
16,JORDAN,EUCLID, ,NB, ,27222000,,"(37.7839338542, -122.456826442)"
17,JORDAN,EUCLID, ,SB, ,27222000,,"(37.7839338542, -122.456826442)"
18,03RD AVE,LAKE,SE,NB,0,27584000,,"(37.7868210075, -122.461484059)"
19,04TH AVE,ANZA,SE,NB,0,27242000,,"(37.7791916535, -122.462015592)"
20,04TH AVE,ANZA,NW,SB,0,27242000,,"(37.7791916535, -122.462015592)"
21,04TH AVE,BALBOA,NW,SB,0,27241000,,"(37.7773367393, -122.461881461)"
22,04TH AVE,BALBOA,SE,NB,0,27241000,,"(37.7773367393, -122.461881461)"
23,04TH AVE,CABRILLO,SE,NB,0,27238000,,"(37.7754723409, -122.46174665)"
24,04TH AVE,CLEMENT,NW,SB,0,27250000,,"(37.7830432804, -122.462291989)"
25,04TH AVE,CLEMENT,SE,NB,0,27250000,,"(37.7830432804, -122.462291989)"
26,04TH AVE,FULTON,NW,SB,0,27237000,,"(37.7739001952, -122.461632977)"
27,04TH AVE,IRVING,NW,SB,0,27080000,,"(37.7642768396, -122.460970925)"
28,04TH AVE,LAKE,SE,NB,0,27588000,,"(37.7867729922, -122.462559778)"
29,04TH AVE,LINCOLN,SE,NB,0,27194000,,"(37.7661660217, -122.461102764)"
30,04TH AVE,PARNASSUS,NW,SB,0,27072000,,"(37.7626325828, -122.460856185)"
31,05TH AVE,ANZA,NW,SB,0,27244000,,"(37.7791435532, -122.463089403)"
32,05TH AVE,CABRILLO,NW,SB,0,27240000,,"(37.7754228496, -122.462817972)"
33,05TH AVE,CABRILLO,SE,NB, ,27240000,,"(37.7754228496, -122.462817972)"
34,05TH AVE,CALIFORNIA,SE,NB,0,27594000,,"(37.7851354806, -122.463516236)"
35,05TH AVE,CALIFORNIA,NW,SB,0,27594000,,"(37.7851354806, -122.463516236)"
36,05TH AVE,CLEMENT,SE,NB,0,27251000,,"(37.7829941454, -122.463363748)"
37,05TH AVE,FULTON,NW,SB,0,27239000,,"(37.773764693, -122.462697017)"
38,05TH AVE,HUGO,NW,SB, ,27085000,,"(37.7651667021, -122.462109158)"
39,05TH AVE,HUGO,SE,NB, ,27085000,,"(37.7651667021, -122.462109158)"
40,05TH AVE,IRVING,SE,NB,0,27083000,,"(37.7642297777, -122.462043761)"
41,05TH AVE,JUDAH,SE,NB,0,27075000,,"(37.7623676823, -122.461913793)"
42,05TH AVE,JUDAH,NW,SB,0,27075000,,"(37.7623676823, -122.461913793)"
43,05TH AVE,KIRKHAM,NW,SB,0,27074000,,"(37.7605041707, -122.46178342)"
44,05TH AVE,LAKE,NW,SB,0,27595000,,"(37.7867265216, -122.463631167)"
45,05TH AVE,LAKE,SE,NB,0,27595000,,"(37.7867265216, -122.463631167)"
46,05TH ST,BERRY,NW,SB, ,23818000,,"(37.7740357976, -122.395589872)"
47,05TH ST,TOWNSEND,NW,SB,0,23823000,,"(37.7753371903, -122.397219521)"
48,06TH AVE,ANZA,NW,SB,0,27275000,,"(37.7790956682, -122.464158192)"
49,06TH AVE,CABRILLO,SE,NB,0,27270000,,"(37.7753739081, -122.463888748)"
50,06TH AVE,CABRILLO,NW,SB,0,27270000,,"(37.7753739081, -122.463888748)"
51,06TH AVE,HUGO,NW,SB, ,27086000,,"(37.7651191805, -122.463180589)"
52,06TH AVE,HUGO,SE,NB, ,27086000,,"(37.7651191805, -122.463180589)"
53,06TH AVE,JUDAH,SE,NB,0,27078000,,"(37.7623207093, -122.462985221)"
54,06TH AVE,KIRKHAM,NW,SB,0,27077000,,"(37.7604571944, -122.462855133)"
55,06TH AVE,KIRKHAM,SE,NB,0,27077000,,"(37.7604571944, -122.462855133)"
56,06TH AVE,LAKE,NW,SB,0,27598000,,"(37.7866753802, -122.464706684)"
57,06TH ST,TOWNSEND,SE,NB,0,23855000,,"(37.7735784016, -122.399446343)"
58,06TH ST,TOWNSEND,NW,SB,0,23855000,,"(37.7735784016, -122.399446343)"
59,07TH AVE,ANZA,NW,SB,0,27276000,,"(37.7790475215, -122.465223883)"
60,07TH AVE,ANZA,SE,NB,0,27276000,,"(37.7790475215, -122.465223883)"
61,07TH AVE,BALBOA,SE,NB,0,27274000,,"(37.777190247, -122.465081683)"
62,07TH AVE,CABRILLO,NW,SB,0,27273000,,"(37.7753258881, -122.464955312)"
63,07TH AVE,CABRILLO,SE,NB,0,27273000,,"(37.7753258881, -122.464955312)"
64,07TH AVE,CALIFORNIA,NW,SB,0,27593000,,"(37.7848574749, -122.465645535)"
65,07TH AVE,CALIFORNIA,SE,NB,0,27593000,,"(37.7848574749, -122.465645535)"
66,07TH AVE,LAKE,NW,SB,0,27600000,,"(37.7866322694, -122.465773563)"
67,07TH AVE,LAKE,SE,NB,0,27600000,,"(37.7866322694, -122.465773563)"
68,08TH AVE,ANZA,NW,SB,0,27282000,,"(37.7789988744, -122.466301323)"
69,08TH AVE,ANZA,SE,NB,0,27282000,,"(37.7789988744, -122.466301323)"
70,08TH AVE,CABRILLO,SE,NB,0,27277000,,"(37.7752763705, -122.466031935)"
71,08TH AVE,IRVING,NW,SB,0,27150000,,"(37.764088718, -122.465258116)"
72,08TH AVE,IRVING,SE,NB,0,27150000,,"(37.764088718, -122.465258116)"
73,08TH AVE,JUDAH,SE,NB,0,27144000,,"(37.7622267333, -122.465128074)"
74,TRANSVERSE,JOHN F KENNEDY, ,NB, ,27464000,,"(37.7705008181, -122.479908652)"
75,TRANSVERSE,JOHN F KENNEDY, ,SB, ,27464000,,"(37.7705008181, -122.479908652)"
76,JUDAH,41ST AVE, ,EB, ,27796000,,"(37.7606662582, -122.500580553)"
77,KIRKHAM,32ND AVE, ,EB, ,27713000,,"(37.7592224636, -122.490807633)"
78,45TH AVE,NORIEGA, ,NB, ,27923000,,"(37.7530164671, -122.504346594)"
79,PACHECO,LOWER GREAT HWY, ,WB, ,23522000,,"(37.7491158723, -122.507954773)"
80,HOLLOWAY,FONT, ,WB, ,33484000,,"(37.720707663, -122.48107125)"
81,GARFIELD,BYXBEE, ,NB, ,22723000,,"(37.7196571692, -122.469865473)"
82,COLLINGWOOD,18TH ST, ,NB, ,25815000,,"(37.7608289366, -122.436127324)"
83,YORK,21ST, ,NB, ,23972000,,"(37.7576560606, -122.408664485)"
84,MCCLAINS BEND,MARTIN LUTHER KING, ,SB, ,27870000,,"(37.7655308115, -122.504130115)"
85,36TH AVE,JOHN F KENNEDY, ,SB, ,32849000,,"(37.7692967635, -122.496173901)"
86,GGP ACCESS ROAD,CHAIN OF LAKES, ,SB, ,32844000,,"(37.7657911354, -122.500484441)"
87,MIDDLEWEST,MARTIN LUTHER KING, ,WB, ,27794000,,"(37.7651465293, -122.498367377)"
88,MARTIN LUTHER KING,25TH AVE, ,EB, ,27461000,,"(37.7667751245, -122.482385081)"
89,MARTIN LUTHER KING,25TH AVE, ,WB, ,27461000,,"(37.7667751245, -122.482385081)"
90,8TH AVE,JOHN F KENNEDY, ,SB, ,27257000,,"(37.7726134633, -122.465837909)"
91,SOUTH TEA GARDEN,MARTIN LUTHER KING, ,EB, ,27265000,,"(37.7692139963, -122.469771462)"
92,SOUTH TEA GARDEN,MARTIN LUTHER KING, ,SB, ,27265000,,"(37.7692139963, -122.469771462)"
93,BOWLING GREEN,MIDDLE EAST, ,EB, ,27189000,,"(37.7704042906, -122.460120814)"
94,BOWLING GREEN,MIDDLE EAST, ,WB, ,27189000,,"(37.7704042906, -122.460120814)"
95,BOWLING GREEN,MIDDLE EAST, ,NB, ,27189000,,"(37.7704042906, -122.460120814)"
96,CONSERVATORY WEST,JOHN F KENNEDY, ,SB, ,27187000,,"(37.7717814285, -122.462060352)"
97,WHITNEY J YOUNG,HUDSON, ,WB, ,20188000,,"(37.7336367372, -122.382292554)"
98,CALIFORNIA,17TH ST, ,WB, ,27631000,,"(37.7842760656, -122.476450028)"
99,HUGO,6TH AVE, ,WB, ,27086000,,"(37.7651191805, -122.463180589)"
100,41ST AVE,LINCOLN, ,SB, ,27804000,,"(37.7644110781, -122.500843822)"
101,LA PLAYA,BALBOA, ,SB, ,28008000,,"(37.7751324633, -122.510182037)"
102,YOSEMITE,JENNINGS, ,EB, ,20482000,,"(37.7257955024, -122.389813912)"
103,SAINT ELMO,YERBA BUENA, ,EB, ,22804000,,"(37.7325481415, -122.458626941)"
104,TERRY FRANCOIS,MISSION ROCK, ,NB, ,23577000,,"(37.773344387, -122.387420594)"
105,TERRY FRANCOIS,MISSION ROCK, ,SB, ,23577000,,"(37.773344387, -122.387420594)"
106,CLEMENT,30TH AVE, ,WB, ,27843000,,"(37.7817803588, -122.490244305)"
107,SANCHEZ,18TH ST, ,SB, ,25720000,,"(37.761160419, -122.430586784)"
108,SANCHEZ,19TH ST, ,NB, ,25718000,,"(37.7595624023, -122.430433555)"
109,02ND AVE,ANZA,NW,SB,0,27226000,,"(37.7792875709, -122.459873595)"
110,02ND AVE,ANZA,SE,NB,0,27226000,,"(37.7792875709, -122.459873595)"
111,02ND AVE,BALBOA,NW,SB,0,27224000,,"(37.7774348041, -122.459738044)"
112,02ND AVE,CABRILLO,NW,SB,0,27212000,,"(37.7755714017, -122.459601721)"
113,02ND AVE,CABRILLO,SE,NB,0,27212000,,"(37.7755714017, -122.459601721)"
114,02ND AVE,CALIFORNIA,NW,SB,0,27577000,,"(37.7855434972, -122.460321468)"
115,02ND AVE,CLEMENT,NW,SB,0,27246000,,"(37.7831414299, -122.460150422)"
116,02ND AVE,CLEMENT,SE,NB,0,27246000,,"(37.7831414299, -122.460150422)"
117,02ND AVE,FULTON,NW,SB,0,27210000,,"(37.7741718748, -122.459499339)"
118,02ND AVE,IRVING,NW,SB,0,27068000,,"(37.7643708003, -122.458828288)"
119,02ND AVE,LAKE,SE,NB,0,27579000,,"(37.7868707006, -122.460417422)"
120,02ND AVE,LINCOLN,SE,NB,0,27181000,,"(37.7662605461, -122.458960111)"
121,03RD AVE,ANZA,NW,SB, ,27236000,,"(37.7792396211, -122.46094449)"
122,03RD AVE,ANZA,SE,NB, ,27236000,,"(37.7792396211, -122.46094449)"
123,03RD AVE,BALBOA,SE,NB,0,27235000,,"(37.7773852671, -122.460809562)"
124,03RD AVE,CABRILLO,NW,SB,0,27234000,,"(37.7755218857, -122.460673985)"
125,03RD AVE,CABRILLO,SE,NB,0,27234000,,"(37.7755218857, -122.460673985)"
126,03RD AVE,CALIFORNIA,SE,NB,0,27583000,,"(37.7854080768, -122.461381887)"
127,03RD AVE,CALIFORNIA,NW,SB,0,27583000,,"(37.7854080768, -122.461381887)"
128,03RD AVE,CLEMENT,SE,NB,0,27247000,,"(37.783092383, -122.461220696)"
129,03RD AVE,FULTON,NW,SB,0,27233000,,"(37.7740360754, -122.460565884)"
130,03RD AVE,IRVING,NW,SB,0,27079000,,"(37.7643237725, -122.459900775)"
131,03RD AVE,IRVING,SE,NB,0,27079000,,"(37.7643237725, -122.459900775)"
132,AHERN,HARRIET, ,WB, ,23918000,,"(37.7763179266, -122.403972596)"
133,SANCHEZ,DAY, ,SB, ,21909000,,"(37.7427692282, -122.428818808)"
134,SCOTIA,SILVER, SE,NB, ,20737000,,"(37.7344864785, -122.402214932)"
135,WAVERLY,CLAY, ,SB, ,24987000,,"(37.7942029039, -122.406834432)"
136,SHIPLEY,5TH ST, ,WB, ,23935000,,"(37.7798334699, -122.40285383)"
137,PERSIA,LISBON, ,EB, ,21719000,,"(37.7220051598, -122.43361955)"
138,29TH AVE,ANZA, ,NB, ,27834000,,"(37.7779767483, -122.488888748)"
139,29TH AVE,ANZA, ,SB, ,27834000,,"(37.7779767483, -122.488888748)"
140,NAVAJO,CAYUGA, ,EB, ,22089000,,"(37.7193878174, -122.443098741)"
141,SILLIMAN,GIRARD, ,EB, ,20896000,,"(37.7309805599, -122.406099182)"
142,SILLIMAN,GIRARD, ,WB, ,20896000,,"(37.7309805599, -122.406099182)"
143,OCTAVIA,WASHINGTON, ,SB, ,26559000,,"(37.7924300234, -122.42781745)"
144,ALAMEDA,TREAT, ,EB, ,24218000,,"(37.7680785486, -122.412437398)"
145,FELTON,GOETTINGEN, ,EB, ,20895000,,"(37.7292661984, -122.407573625)"
146,FELTON,GOETTINGEN, ,WB, ,20895000,,"(37.7292661984, -122.407573625)"
147,MILTON ROSS,JERROLD, ,SB, ,33113000,,"(37.7437476586, -122.398437389)"
148,LETTUCE LANE,OAKDALE, ,NB, ,20798000,,"(37.7438551115, -122.398535545)"
149,GENNESSEE,JOOST, ,NB, ,22260000,,"(37.7323208594, -122.451166659)"
150,GENNESSEE,JOOST, ,SB, ,22260000,,"(37.7323208594, -122.451166659)"
151,JOOST,GENNESSEE, ,EB, ,22260000,,"(37.7323208594, -122.451166659)"
152,CASTRO,BEMIS, ,NB, ,21937000,,"(37.7358585874, -122.432548641)"
153,ALHAMBRA,SCOTT, ,NB, ,26978000,,"(37.8011306445, -122.441381496)"
154,ALHAMBRA,SCOTT, ,SB, ,26978000,,"(37.8011306445, -122.441381496)"
155,24TH ST,TENNESSEE, ,WB, ,23554000,,"(37.7540579576, -122.388890458)"
156,18TH ST,DANVERS, ,NB, ,32921000,,"(37.7603812691, -122.443387646)"
157,GOUGH,FRANCISCO, ,NB, ,26726000,,"(37.802795637, -122.428223526)"
158,GOUGH,FRANCISCO, ,SB, ,26726000,,"(37.802795637, -122.428223526)"
159,OCTAVIA,FRANCISCO, ,NB, ,26728000,,"(37.8025882752, -122.429868623)"
160,NAPOLEON,JERROLD, ,SB, ,20807000,,"(37.7459587996, -122.402039912)"
161,LOOMIS,OAKDALE, ,EB, ,20813000,,"(37.742525677, -122.404319501)"
162,LOOMIS,OAKDALE, ,WB, ,20813000,,"(37.742525677, -122.404319501)"
163,31ST AVE,QUINTARA, ,NB, ,23397000,,"(37.7480829454, -122.48894968)"
164,BRANNAN,DELANCEY, ,WB, ,23600000,,"(37.7836141241, -122.389859605)"
165,BRANNAN,DELANCEY, ,EB, ,23600000,,"(37.7836141241, -122.389859605)"
166,DELANCEY,BRANNAN, ,NB, ,23600000,,"(37.7836141241, -122.389859605)"
167,DELANCEY,BRANNAN, ,SB, ,23600000,,"(37.7836141241, -122.389859605)"
168,FARRAGUT,HURON, ,EB, ,21554000,,"(37.7111225021, -122.450787239)"
169,32ND AVE,PACHECO, ,NB, ,23402000,,"(37.7499003295, -122.490151991)"
170,32ND AVE,PACHECO, ,SB, ,23402000,,"(37.7499003295, -122.490151991)"
171,43RD AVE,ORTEGA, ,NB, ,27765000,,"(37.7512447016, -122.502073545)"
172,43RD AVE,ORTEGA, ,SB, ,27765000,,"(37.7512447016, -122.502073545)"
173,45TH AVE,BALBOA, ,SB, ,27984000,,"(37.7753285397, -122.505897437)"
174,MARTIN LUTHER KING,SUNSET, ,EB, ,27819000,,"(37.7654663597, -122.496076354)"
175,MARTIN LUTHER KING,SUNSET, ,WB, ,27819000,,"(37.7654663597, -122.496076354)"
176,8TH AVE,BALBOA, ,NB, ,28006000,,"(37.7751817582, -122.509105183)"
177,PRESIDIO TER,ARGUELLO, ,WB, ,27575000,,"(37.7884101601, -122.459400838)"
178,WASHINGTON,DIVISADERO, ,EB, ,26851000,,"(37.7907604061, -122.440997601)"
179,WEBSTER,VALLEJO, ,NB, ,26662000,,"(37.7954401243, -122.433482283)"
180,WEBSTER,VALLEJO, ,SB, ,26662000,,"(37.7954401243, -122.433482283)"
181,PIERCE,GREENWICH, ,NB, ,26963000,,"(37.7985382731, -122.43916944)"
182,MARINA,CASA, ,EB, ,26799000,,"(37.8060821447, -122.440012546)"
183,MARINA,CASA, ,WB, ,26799000,,"(37.8060821447, -122.440012546)"
184,UNION,POWELL, ,WB, ,25423000,,"(37.8002441063, -122.410846856)"
185,UNION,POWELL, ,EB, ,25423000,,"(37.8002441063, -122.410846856)"
186,GREENWICH,LARKIN, ,EB, ,25557000,,"(37.8008387564, -122.421076518)"
187,DIVISADERO,MARINA, ,NB, ,27015000,,"(37.8055860838, -122.443996741)"
188,TARAVAL,26TH AVE, ,EB, ,23264000,,"(37.7427251499, -122.483205604)"
189,HERBST,SKYLINE, ,EB, ,23331000,,"(37.7283989722, -122.501783722)"
190,GREAT HIGHWAY,SKYLINE, ,EB, ,33521000,,"(37.7252644842, -122.503053858)"
191,34TH AVE,TARAVAL, ,NB, ,23356000,,"(37.742347813, -122.491781116)"
192,34TH AVE,VICENTE, ,NB, ,23352000,,"(37.7386191845, -122.491537122)"
193,28TH AVE,SANTIAGO, ,NB, ,23280000,,"(37.7444977295, -122.485479444)"
194,28TH AVE,VICENTE, ,NB, ,23250000,,"(37.7389048072, -122.485087715)"
195,GELLERT,OCEAN, ,SB, ,23310000,,"(37.7319408834, -122.493139075)"
196,OCEAN,CLEARFIELD, ,WB, ,23307000,,"(37.7320151415, -122.491449652)"
197,RAMSELL,SHIELDS, ,NB, ,22698000,,"(37.71791711, -122.466248488)"
198,MONTEREY,BADEN, ,EB, ,22134000,,"(37.7315891645, -122.439755981)"
199,THERESA,CAYUGA, ,EB, ,21804000,,"(37.7293048317, -122.435208984)"
200,GRIFFITH,REVERE, ,NB, ,20067000,,"(37.7263684588, -122.380830316)"
201,ALABAMA,22ND ST, ,NB, ,23993000,,"(37.7558925116, -122.411285832)"
202,YORK,23RD ST, ,NB, ,23969000,,"(37.7544578147, -122.408355995)"
203,18TH ST,YORK, ,EB, ,24011000,,"(37.76182226, -122.409169967)"
204,18TH ST,YORK, ,WB, ,24011000,,"(37.76182226, -122.409169967)"
205,25TH ST,PENNSYLVANIA, ,EB, ,23613000,,"(37.7525496278, -122.392652595)"
206,DE HARO,25TH ST, ,NB, ,23692000,,"(37.7520797604, -122.4004288)"
207,22ND ST,CAROLINA, ,SB, ,23703000,,"(37.7572476082, -122.399920588)"
208,CASTRO,JERSEY, ,NB, ,25739000,,"(37.7504998655, -122.434019733)"
209,GELLERT,MIDDLEFIELD, ,EB, ,23135000,,"(37.7298067542, -122.486529057)"
210,APTOS,UPLAND, ,EB, ,22769000,,"(37.7303339596, -122.466270501)"
211,APTOS,UPLAND, ,WB, ,22769000,,"(37.7303339596, -122.466270501)"
212,24TH ST,VERMONT, ,EB, ,23719000,,"(37.7531833116, -122.403418819)"
213,ASHBURY,GROVE, ,WB, ,26380000,,"(37.7746723087, -122.44789102)"
214,CAROLINA,CORAL, ,WB, ,23700000,,"(37.7538680401, -122.399536928)"
215,REPOSA,ROCKDALE, ,EB, ,22374000,,"(37.7404519311, -122.449972584)"
216,REPOSA,ROCKDALE, ,WB, ,22374000,,"(37.7404519311, -122.449972584)"
217,25TH ST,KANSAS, ,WB, ,23714000,,"(37.7519656245, -122.402327927)"
218,ONONDAGA,OTSEGO, ,WB, ,22076000,,"(37.7227306101, -122.441443832)"
219,EDNA,FLOOD, ,EB, ,22160000,,"(37.7298974263, -122.446582015)"
220,EDNA,FLOOD, ,WB, ,22160000,,"(37.7298974263, -122.446582015)"
221,DETROIT,FLOOD, ,NB, ,22154000,,"(37.7299017998, -122.444304518)"
222,WESTPOINT,MIDDLEPOINT, ,NB, ,20170000,,"(37.7352496182, -122.379427772)"
223,WESTPOINT,MIDDLEPOINT, ,SB, ,20170000,,"(37.7352496182, -122.379427772)"
224,HAWES,FITZGERALD, ,EB, ,20107000,,"(37.7199323683, -122.389472249)"
225,22ND AVE,CLEMENT, ,EB, ,27540000,,"(37.7821653627, -122.481673118)"
226,26TH AVE,QUINTARA, ,NB, ,23275000,,"(37.7483194503, -122.483595012)"
227,26TH AVE,QUINTARA, ,WB, ,23275000,,"(37.7483194503, -122.483595012)"
228,26TH AVE,QUINTARA, ,EB, ,23275000,,"(37.7483194503, -122.483595012)"
229,20TH ST,WISCONSIN, ,EB, ,23734000,,"(37.7598554657, -122.399194822)"
230,FRANCISCO,FRANKLIN, ,NB, ,26724000,,"(37.8030029767, -122.426578421)"
231,FRANCISCO,FRANKLIN, ,SB, ,26724000,,"(37.8030029767, -122.426578421)"
232,MARIPOSA,CAROLINA, ,EB, ,23749000,,"(37.7636240932, -122.40052745)"
233,MARIPOSA,CAROLINA, ,WB, ,23749000,,"(37.7636240932, -122.40052745)"
234,RANDOLPH,RAMSELL, ,EB, ,22523000,,"(37.7142850097, -122.466211888)"
235,41ST AVE,WAWONA, ,NB, ,23430000,,"(37.7364223737, -122.49888263)"
236,41ST AVE,WAWONA, ,EB, ,23430000,,"(37.7364223737, -122.49888263)"
237,41ST AVE,WAWONA, ,WB, ,23430000,,"(37.7364223737, -122.49888263)"
238,DIVISADERO,FRANCISCO, ,NB, ,27003000,,"(37.8009131536, -122.443047846)"
239,37TH AVE,CABRILLO, ,WB, ,27863000,,"(37.7738536514, -122.497195964)"
240,37TH AVE,CABRILLO, ,EB, ,27863000,,"(37.7738536514, -122.497195964)"
241,POLK,FRANCISCO, ,NB, ,26702000,,"(37.8034175863, -122.423288181)"
242,POLK,FRANCISCO, ,SB, ,26702000,,"(37.8034175863, -122.423288181)"
243,AMHERST,BACON, ,NB, ,20938000,,"(37.7245387015, -122.415449941)"
244,AMHERST,BACON, ,EB, ,20938000,,"(37.7245387015, -122.415449941)"
245,THORNTON,FLORA, ,WB, ,20529000,,"(37.7309842878, -122.394543895)"
246,THORNTON,FLORA, ,EB, ,20529000,,"(37.7309842878, -122.394543895)"
247,BUCHANAN,UNION, ,WB, ,26659000,,"(37.797511894, -122.432217509)"
248,23RD ST,SAN JOSE, ,EB, ,24110000,,"(37.7536653999, -122.421531085)"
249,23RD ST,SAN JOSE, ,WB, ,24110000,,"(37.7536653999, -122.421531085)"
250,KENSINGTON,MERCED, ,EB, ,22881000,,"(37.7433885612, -122.462873225)"
251,KENSINGTON,MERCED, ,WB, ,22881000,,"(37.7433885612, -122.462873225)"
252,14TH ST,ROOSEVELT, ,WB, ,26014000,,"(37.7672268725, -122.43731221)"
253,26TH ST,CASTRO, ,NB, ,22024000,,"(37.7481014486, -122.433782298)"
254,26TH ST,CASTRO, ,SB, ,22024000,,"(37.7481014486, -122.433782298)"
255,22ND ST,BARTLETT, ,EB, ,24112000,,"(37.7553706719, -122.419871156)"
256,22ND ST,BARTLETT, ,WB, ,24112000,,"(37.7553706719, -122.419871156)"
257,BRAZIL,PRAGUE, ,WB, ,21616000,,"(37.7204987892, -122.426035952)"
258,RUSSIA,VIENNA, ,EB, ,21710000,,"(37.7189210391, -122.431598069)"
259,RUSSIA,VIENNA, ,WB, ,21710000,,"(37.7189210391, -122.431598069)"
260,BRAZIL,MADRID, ,WB, ,21685000,,"(37.7231721783, -122.431646345)"
261,BRAZIL,LONDON, ,EB, ,21723000,,"(37.7243213111, -122.434046693)"
262,BRAZIL,LONDON, ,WB, ,21723000,,"(37.7243213111, -122.434046693)"
263,RIVERA,39TH AVE, ,EB, ,23466000,,"(37.7458379436, -122.497394825)"
264,RIVERA,39TH AVE, ,WB, ,23466000,,"(37.7458379436, -122.497394825)"
265,ORTEGA,39TH AVE, ,WB, ,27750000,,"(37.7514312635, -122.49778364)"
266,15TH AVE,VICENTE, ,EB, ,22953000,,"(37.7395200868, -122.471107491)"
267,15TH AVE,VICENTE, ,WB, ,22953000,,"(37.7395200868, -122.471107491)"
268,SHAFTER,LANE, ,EB, ,20501000,,"(37.7310420898, -122.390740289)"
269,LELAND,SAWYER, ,NB, ,20394000,,"(37.7143199949, -122.4139059)"
270,LELAND,SAWYER, ,SB, ,20394000,,"(37.7143199949, -122.4139059)"
271,SCOTT,WASHINGTON, ,NB, ,26852000,,"(37.7909772459, -122.439322659)"
272,SCOTT,WASHINGTON, ,SB, ,26852000,,"(37.7909772459, -122.439322659)"
273,WALLER,PIERCE, ,EB, ,25996000,,"(37.7707601742, -122.433560377)"
274,WALLER,PIERCE, ,WB, ,25996000,,"(37.7707601742, -122.433560377)"
275,GELLERT,MIDDLEFIELD, ,EB, ,23135000,,"(37.7298067542, -122.486529057)"
276,21ST ST,LEXINGTON, ,SB, ,24121000,,"(37.7569538492, -122.420351554)"
277,24TH ST,ILLINOIS, ,WB, ,23547000,,"(37.7541727415, -122.386951905)"
278,20TH AVE,LAWTON, ,EB, ,27345000,,"(37.7579245136, -122.477820337)"
279,20TH AVE,LAWTON, ,WB, ,27345000,,"(37.7579245136, -122.477820337)"
280,CLAY,TAYLOR, ,EB, ,25095000,,"(37.7934373412, -122.412842432)"
281,MAYFAIR,LAUREL, ,WB, ,26919000,,"(37.786139852, -122.449993382)"
282,MASSASOIT,RUTLEDGE, ,WB, ,21126000,,"(37.7451335089, -122.408626517)"
283,KEITH,SHAFTER, ,EB, ,20158000,,"(37.7299853585, -122.388868322)"
284,KEITH,SHAFTER, ,WB, ,20158000,,"(37.7299853585, -122.388868322)"
285,MOUNT VERNON,RUTLEDGE, ,WB, ,22185000,,"(37.7196905066, -122.451659097)"
286,BRADY,STEVENSON, ,NB, ,24397000,,"(37.7731696306, -122.420787716)"
287,BRADY,STEVENSON, ,EB, ,24397000,,"(37.7731696306, -122.420787716)"
288,BRADY,COLTON, ,EB, ,24394000,,"(37.7728768915, -122.420413015)"
289,BRADY,COLTON, ,WB, ,24394000,,"(37.7728768915, -122.420413015)"
290,24TH ST,RHODE ISLAND, ,WB, ,23697000,,"(37.753298542, -122.4014811)"
291,JOOST,RIDGEWOOD, ,EB, ,22255000,,"(37.7323105092, -122.453432268)"
292,JOOST,RIDGEWOOD, ,WB, ,22255000,,"(37.7323105092, -122.453432268)"
293,CURTIS,MORSE, ,WB, ,21470000,,"(37.712999935, -122.439430165)"
294,CURTIS,MORSE, ,SB, ,21470000,,"(37.712999935, -122.439430165)"
295,CURTIS,MORSE, ,NB, ,21470000,,"(37.712999935, -122.439430165)"
296,NEWTON,MORSE, ,NB, ,21439000,,"(37.7132259226, -122.438577709)"
297,NEWTON,MORSE, ,SB, ,21439000,,"(37.7132259226, -122.438577709)"
298,MIRALOMA,JUANITA, ,WB, ,22826000,,"(37.7392868352, -122.460027922)"
299,MIRALOMA,JUANITA, ,SB, ,22826000,,"(37.7392868352, -122.460027922)"
300,20TH AVE,ANZA, ,NB, ,27499000,,"(37.7784132717, -122.479254013)"
501,09TH AVE,CABRILLO,NW,SB,0,27280000,,"(37.7752277697, -122.467099517)"
502,09TH AVE,CABRILLO,SE,NB,0,27280000,,"(37.7752277697, -122.467099517)"
503,09TH AVE,CALIFORNIA,NW,SB,0,27606000,,"(37.7846735704, -122.467777488)"
